Nightclubs,Addiscombe,The Love Shack,London,/aclk?sa=l&ai=DChcSEwjKiqjZhtPZAhWRF48KHbCzCY8YABAAGgJzYg&sig=AOD64_0JZXEJPyy9IScbRYL-n7j_QCrybg&q=&ctype=99&ved=0ahUKEwiA_aLZhtPZAhULjZQKHco0BEAQhKwBCBs&adurl=,,https://www.google.com/aclk?sa=l&ai=DChcSEwjKiqjZhtPZAhWRF48KHbCzCY8YABABGgJzYg&sig=AOD64_12YACv64PfsMgBZoxPPB70fJoFZw&ctype=50&q=&ved=0ahUKEwiA_aLZhtPZAhULjZQKHco0BEAQhawBCBw&adurl=
Nightclubs,Addiscombe,Luna,"Croydon, UK",http://www.reflexcroydon.co.uk/,,"https://www.google.com/maps/dir/''/Luna,+18+High+St,+Croydon+CR0+1GT,+UK/data=!4m5!4m4!1m0!1m2!1m1!1s0x48760736b5d0dfbb:0x96f4a15f5c8b796a?sa=X&ved=0ahUKEwiA_aLZhtPZAhULjZQKHco0BEAQiBMIKjAA"
Nightclubs,Addiscombe,34 Surrey Street,"Croydon, UK",http://www.thegranaries.net/,,"https://www.google.com/maps/dir/''/34+Surrey+Street,+34+Surrey+St,+Croydon+CR0+1RJ,+UK/data=!4m5!4m4!1m0!1m2!1m1!1s0x48760731325b9e5d:0x80bb7d37ee75de2a?sa=X&ved=0ahUKEwiA_aLZhtPZAhULjZQKHco0BEAQiBMINzAB"
Nightclubs,Addiscombe,The Granaries,United Kingdom,http://www.fabriclondon.com/,,"https://www.google.com/maps/dir/''/The+Granaries,+6+Overtons+Yard,+Croydon,+Surrey+CR0+1SL,+United+Kingdom/data=!4m5!4m4!1m0!1m2!1m1!1s0x48760736d400ca73:0xefbbbc0e79771467?sa=X&ved=0ahUKEwiA_aLZhtPZAhULjZQKHco0BEAQiBMIRjAC"
Nightclubs,Alperton,Hydeout Watford 2.0,01923 537110,/aclk?sa=l&ai=DChcSEwikxrHchtPZAhVKiY8KHYrTAkoYABAAGgJzYg&sig=AOD64_3bOIf3OATUxXsV0uLNATWRFTIR6g&q=&ctype=99&ved=0ahUKEwjP1KzchtPZAhWJFJQKHTESDXAQhKwBCBg&adurl=,,https://www.google.com/aclk?sa=l&ai=DChcSEwikxrHchtPZAhVKiY8KHYrTAkoYABABGgJzYg&sig=AOD64_1xOH_8TkRetV0JGmEoVLinEPiPRQ&ctype=50&q=&ved=0ahUKEwjP1KzchtPZAhWJFJQKHTESDXAQhawBCBk&adurl=
Nightclubs,Alperton,EXPERIENCE BARCELONA,07939 583424,/aclk?sa=l&ai=DChcSEwikxrHchtPZAhVKiY8KHYrTAkoYABAEGgJzYg&sig=AOD64_2xkPCQDblbPpBNWqMh2EK2LN9Cdg&q=&ctype=99&ved=0ahUKEwjP1KzchtPZAhWJFJQKHTESDXAQhKwBCCA&adurl=,,https://www.google.com/aclk?sa=l&ai=DChcSEwikxrHchtPZAhVKiY8KHYrTAkoYABAFGgJzYg&sig=AOD64_3519h3jObcPYcxMkSNDdEdfAjLZA&ctype=50&q=&ved=0ahUKEwjP1KzchtPZAhWJFJQKHTESDXAQhawBCCE&adurl=
Nightclubs,Alperton,Casablanca Lounge,181 Ealing Rd,http://www.casablounge.co.uk/,,"https://www.google.com/maps/dir/''/Casablanca+Lounge,+181+Ealing+Rd,+Wembley+HA0+4LW,+UK/data=!4m5!4m4!1m0!1m2!1m1!1s0x4876123b8677acc7:0x9486ec4bb1cc081e?sa=X&ved=0ahUKEwjP1KzchtPZAhWJFJQKHTESDXAQiBMILzAA"
Nightclubs,Barkingside,The Love Shack,100 Lewisham High Street,/aclk?sa=l&ai=DChcSEwiwusTshtPZAhVNiI8KHez2CEcYABAAGgJzYg&sig=AOD64_3w4-YC2taMfiSMLVUsu1NeDRQRpQ&q=&ctype=99&ved=0ahUKEwiIz7_shtPZAhXDJJQKHRpXAzIQhKwBCBs&adurl=,,https://www.google.com/aclk?sa=l&ai=DChcSEwiwusTshtPZAhVNiI8KHez2CEcYABABGgJzYg&sig=AOD64_1RQyuFhex33fZIisJ8kJsQJrRiAg&ctype=50&q=&ved=0ahUKEwiIz7_shtPZAhXDJJQKHRpXAzIQhawBCBw&adurl=
Nightclubs,Barkingside,Faces Nightclub,458-462 Cranbrook Rd,http://facesnightclub.co.uk/,,"https://www.google.com/maps/dir/''/Faces+Nightclub,+458-462+Cranbrook+Rd,+Ilford+IG2+6LE,+UK/data=!4m5!4m4!1m0!1m2!1m1!1s0x47d8a6ea9170c211:0xd44b0046baf0ca1e?sa=X&ved=0ahUKEwiIz7_shtPZAhXDJJQKHRpXAzIQiBMIKzAA"
Nightclubs,Battersea,The Love Shack,100 Lewisham High Street,/aclk?sa=l&ai=DChcSEwiVgPz4htPZAhWDko8KHSlNDPcYABAAGgJzYg&sig=AOD64_3kOhwBvN4w3GevtAbY02kS2rRbAg&q=&ctype=99&ved=0ahUKEwj0tff4htPZAhWGkZQKHbprBEEQhKwBCBs&adurl=,,https://www.google.com/aclk?sa=l&ai=DChcSEwiVgPz4htPZAhWDko8KHSlNDPcYABABGgJzYg&sig=AOD64_1ZiiKWkIXZtJHiE9tGA4Aogwydjw&ctype=50&q=&ved=0ahUKEwj0tff4htPZAhWGkZQKHbprBEEQhawBCBw&adurl=
